Sex,Age Group,Year,Citizen category,Ethnic,Population ('000)
Female,40-44,2015,Malaysian citizens,Others,5.6
Female,40-44,2015,Non-Malaysian citizens,Foreigner,88.6
Female,45-49,2015,Malaysian citizens,Bumiputera,508.7
Female,45-49,2015,Malaysian citizens,Chinese,226.2
Female,45-49,2015,Malaysian citizens,Indians,65.8
Female,45-49,2015,Malaysian citizens,Others,5.3
Female,45-49,2015,Non-Malaysian citizens,Foreigner,53.2
Female,50-54,2015,Malaysian citizens,Bumiputera,450.8
Female,50-54,2015,Malaysian citizens,Chinese,204
Female,50-54,2015,Malaysian citizens,Indians,61.5
Female,50-54,2015,Malaysian citizens,Others,4.6
Female,50-54,2015,Non-Malaysian citizens,Foreigner,34.7
Female,55-59,2015,Malaysian citizens,Bumiputera,380
Female,55-59,2015,Malaysian citizens,Chinese,183
Female,55-59,2015,Malaysian citizens,Indians,53.9
Female,55-59,2015,Malaysian citizens,Others,3.6
Female,55-59,2015,Non-Malaysian citizens,Foreigner,21
Female,60-64,2015,Malaysian citizens,Bumiputera,287
Female,60-64,2015,Malaysian citizens,Chinese,152.8
Female,60-64,2015,Malaysian citizens,Indians,40.5
Female,60-64,2015,Malaysian citizens,Others,2.4
Female,60-64,2015,Non-Malaysian citizens,Foreigner,13.6
Female,65-69,2015,Malaysian citizens,Bumiputera,211.4
Female,65-69,2015,Malaysian citizens,Chinese,126.5
Female,65-69,2015,Malaysian citizens,Indians,29.7
Female,65-69,2015,Malaysian citizens,Others,1.7
Female,65-69,2015,Non-Malaysian citizens,Foreigner,9
Female,70-74,2015,Malaysian citizens,Bumiputera,132.7
Female,70-74,2015,Malaysian citizens,Chinese,82
Female,70-74,2015,Malaysian citizens,Indians,15.5
Female,70-74,2015,Malaysian citizens,Others,1.1
Female,70-74,2015,Non-Malaysian citizens,Foreigner,4.4
Female,75-79,2015,Malaysian citizens,Bumiputera,93.1
Female,75-79,2015,Malaysian citizens,Chinese,60.3
Female,75-79,2015,Malaysian citizens,Indians,10.9
Female,75-79,2015,Malaysian citizens,Others,0.7
Female,75-79,2015,Non-Malaysian citizens,Foreigner,3.4
Female,80+,2015,Malaysian citizens,Bumiputera,89.2
Female,80+,2015,Malaysian citizens,Chinese,50.6
Female,80+,2015,Malaysian citizens,Indians,11
Female,80+,2015,Malaysian citizens,Others,0.7
Female,80+,2015,Non-Malaysian citizens,Foreigner,5.5
Male,00-04,2016,Malaysian citizens,Bumiputera,1004.6
Male,00-04,2016,Malaysian citizens,Chinese,193.2
Male,00-04,2016,Malaysian citizens,Indians,63
Male,00-04,2016,Malaysian citizens,Others,21.8
Male,00-04,2016,Non-Malaysian citizens,Foreigner,77.3
Male,9-May,2016,Malaysian citizens,Bumiputera,942.3
Male,9-May,2016,Malaysian citizens,Chinese,216.6
Male,9-May,2016,Malaysian citizens,Indians,74.5
Male,9-May,2016,Malaysian citizens,Others,20.3
Male,9-May,2016,Non-Malaysian citizens,Foreigner,41.7
Male,14-Oct,2016,Malaysian citizens,Bumiputera,966.3
Male,14-Oct,2016,Malaysian citizens,Chinese,246.6
Male,14-Oct,2016,Malaysian citizens,Indians,83.7
Male,14-Oct,2016,Malaysian citizens,Others,16.2
Male,14-Oct,2016,Non-Malaysian citizens,Foreigner,30.1
Male,15-19,2016,Malaysian citizens,Bumiputera,963.6
Male,15-19,2016,Malaysian citizens,Chinese,265.6
Male,15-19,2016,Malaysian citizens,Indians,88.4
Male,15-19,2016,Malaysian citizens,Others,15.4
Male,15-19,2016,Non-Malaysian citizens,Foreigner,148.5
Male,20-24,2016,Malaysian citizens,Bumiputera,955.5
Male,20-24,2016,Malaysian citizens,Chinese,279.7
Male,20-24,2016,Malaysian citizens,Indians,87.7
Male,20-24,2016,Malaysian citizens,Others,13.6
Male,20-24,2016,Non-Malaysian citizens,Foreigner,367.4
Male,25-29,2016,Malaysian citizens,Bumiputera,879.3
Male,25-29,2016,Malaysian citizens,Chinese,272.2
Male,25-29,2016,Malaysian citizens,Indians,91.4
Male,25-29,2016,Malaysian citizens,Others,12.3
Male,25-29,2016,Non-Malaysian citizens,Foreigner,446.8
Male,30-34,2016,Malaysian citizens,Bumiputera,800.2
Male,30-34,2016,Malaysian citizens,Chinese,270
Male,30-34,2016,Malaysian citizens,Indians,89.5
Male,30-34,2016,Malaysian citizens,Others,10.3
Male,30-34,2016,Non-Malaysian citizens,Foreigner,303.6
Male,35-39,2016,Malaysian citizens,Bumiputera,631.7
Male,35-39,2016,Malaysian citizens,Chinese,253.3
Male,35-39,2016,Malaysian citizens,Indians,77.2
Male,35-39,2016,Malaysian citizens,Others,7.3
Male,35-39,2016,Non-Malaysian citizens,Foreigner,210
Male,40-44,2016,Malaysian citizens,Bumiputera,543.2
Male,40-44,2016,Malaysian citizens,Chinese,240.9
Male,40-44,2016,Malaysian citizens,Indians,66.7
Male,40-44,2016,Malaysian citizens,Others,5.1
Male,40-44,2016,Non-Malaysian citizens,Foreigner,131.9
Male,45-49,2016,Malaysian citizens,Bumiputera,496.2
Male,45-49,2016,Malaysian citizens,Chinese,230.2
Male,45-49,2016,Malaysian citizens,Indians,60.4
Male,45-49,2016,Malaysian citizens,Others,4.7
Male,45-49,2016,Non-Malaysian citizens,Foreigner,82.2
Male,50-54,2016,Malaysian citizens,Bumiputera,466
Male,50-54,2016,Malaysian citizens,Chinese,228.1
Male,50-54,2016,Malaysian citizens,Indians,60.2
Male,50-54,2016,Malaysian citizens,Others,4.6
Male,50-54,2016,Non-Malaysian citizens,Foreigner,53.2
Male,55-59,2016,Malaysian citizens,Bumiputera,390.8
Male,55-59,2016,Malaysian citizens,Chinese,206.2
Male,55-59,2016,Malaysian citizens,Indians,51.5
Male,55-59,2016,Malaysian citizens,Others,4.4
Male,55-59,2016,Non-Malaysian citizens,Foreigner,32.1
Male,60-64,2016,Malaysian citizens,Bumiputera,293.9
Male,60-64,2016,Malaysian citizens,Chinese,168.1
Male,60-64,2016,Malaysian citizens,Indians,38.1
Male,60-64,2016,Malaysian citizens,Others,3.4
Male,60-64,2016,Non-Malaysian citizens,Foreigner,19.7
Male,65-69,2016,Malaysian citizens,Bumiputera,209.9
Male,65-69,2016,Malaysian citizens,Chinese,137.7
Male,65-69,2016,Malaysian citizens,Indians,27.1
Male,65-69,2016,Malaysian citizens,Others,2
Male,65-69,2016,Non-Malaysian citizens,Foreigner,11.5
Male,70-74,2016,Malaysian citizens,Bumiputera,124.2
Male,70-74,2016,Malaysian citizens,Chinese,91.8
Male,70-74,2016,Malaysian citizens,Indians,14.4
Male,70-74,2016,Malaysian citizens,Others,1.3
Male,70-74,2016,Non-Malaysian citizens,Foreigner,6.6
Male,75-79,2016,Malaysian citizens,Bumiputera,79.6
Male,75-79,2016,Malaysian citizens,Chinese,63
Male,75-79,2016,Malaysian citizens,Indians,8.9
Male,75-79,2016,Malaysian citizens,Others,0.7
Male,75-79,2016,Non-Malaysian citizens,Foreigner,4.1
Male,80+,2016,Malaysian citizens,Bumiputera,75.5
Male,80+,2016,Malaysian citizens,Chinese,50.4
Male,80+,2016,Malaysian citizens,Indians,8.9
Male,80+,2016,Malaysian citizens,Others,0.9
Male,80+,2016,Non-Malaysian citizens,Foreigner,7.5
Female,00-04,2016,Malaysian citizens,Bumiputera,940.5
Female,00-04,2016,Malaysian citizens,Chinese,178.4
Female,00-04,2016,Malaysian citizens,Indians,58.3
Female,00-04,2016,Malaysian citizens,Others,21
Female,00-04,2016,Non-Malaysian citizens,Foreigner,72.1
Female,9-May,2016,Malaysian citizens,Bumiputera,888.6
Female,9-May,2016,Malaysian citizens,Chinese,200.4
Female,9-May,2016,Malaysian citizens,Indians,71.9
Female,9-May,2016,Malaysian citizens,Others,18.8
Female,9-May,2016,Non-Malaysian citizens,Foreigner,38.5
Female,14-Oct,2016,Malaysian citizens,Bumiputera,918.6
Female,14-Oct,2016,Malaysian citizens,Chinese,231.8
Female,14-Oct,2016,Malaysian citizens,Indians,80.6
Female,14-Oct,2016,Malaysian citizens,Others,15
Female,14-Oct,2016,Non-Malaysian citizens,Foreigner,27
Female,15-19,2016,Malaysian citizens,Bumiputera,920.4
Female,15-19,2016,Malaysian citizens,Chinese,252.3
Female,15-19,2016,Malaysian citizens,Indians,85.1
Female,15-19,2016,Malaysian citizens,Others,13.2
Female,15-19,2016,Non-Malaysian citizens,Foreigner,110
Female,20-24,2016,Malaysian citizens,Bumiputera,932.8
Female,20-24,2016,Malaysian citizens,Chinese,264.3
Female,20-24,2016,Malaysian citizens,Indians,89.2
Female,20-24,2016,Malaysian citizens,Others,12.7
Female,20-24,2016,Non-Malaysian citizens,Foreigner,241.8
Female,25-29,2016,Malaysian citizens,Bumiputera,880.7
Female,25-29,2016,Malaysian citizens,Chinese,267.1
Female,25-29,2016,Malaysian citizens,Indians,88.6
Female,25-29,2016,Malaysian citizens,Others,11.9
Female,25-29,2016,Non-Malaysian citizens,Foreigner,239.1
Female,30-34,2016,Malaysian citizens,Bumiputera,800.9
Female,30-34,2016,Malaysian citizens,Chinese,265.8
Female,30-34,2016,Malaysian citizens,Indians,87.7
Female,30-34,2016,Malaysian citizens,Others,10.1
Female,30-34,2016,Non-Malaysian citizens,Foreigner,159.6
Female,35-39,2016,Malaysian citizens,Bumiputera,613.9
Female,35-39,2016,Malaysian citizens,Chinese,235
Female,35-39,2016,Malaysian citizens,Indians,74.5
Female,35-39,2016,Malaysian citizens,Others,7.3
Female,35-39,2016,Non-Malaysian citizens,Foreigner,126.5
Female,40-44,2016,Malaysian citizens,Bumiputera,544.4
Female,40-44,2016,Malaysian citizens,Chinese,223.2
Female,40-44,2016,Malaysian citizens,Indians,66.4
Female,40-44,2016,Malaysian citizens,Others,5.7
Female,40-44,2016,Non-Malaysian citizens,Foreigner,90.9
Female,45-49,2016,Malaysian citizens,Bumiputera,514.6
Female,45-49,2016,Malaysian citizens,Chinese,226.8
Female,45-49,2016,Malaysian citizens,Indians,66.1
Female,45-49,2016,Malaysian citizens,Others,5.3
Female,45-49,2016,Non-Malaysian citizens,Foreigner,54.8
Female,50-54,2016,Malaysian citizens,Bumiputera,461.8
Female,50-54,2016,Malaysian citizens,Chinese,208.3
Female,50-54,2016,Malaysian citizens,Indians,62.2
Female,50-54,2016,Malaysian citizens,Others,4.7
Female,50-54,2016,Non-Malaysian citizens,Foreigner,36.1
Female,55-59,2016,Malaysian citizens,Bumiputera,392
Female,55-59,2016,Malaysian citizens,Chinese,186.8
Female,55-59,2016,Malaysian citizens,Indians,55.6
Female,55-59,2016,Malaysian citizens,Others,3.8
Female,55-59,2016,Non-Malaysian citizens,Foreigner,22.2
Female,60-64,2016,Malaysian citizens,Bumiputera,301.3
Female,60-64,2016,Malaysian citizens,Chinese,157.3
Female,60-64,2016,Malaysian citizens,Indians,42.1
Female,60-64,2016,Malaysian citizens,Others,2.6
Female,60-64,2016,Non-Malaysian citizens,Foreigner,14.2
Female,65-69,2016,Malaysian citizens,Bumiputera,222.5
Female,65-69,2016,Malaysian citizens,Chinese,131.6
Female,65-69,2016,Malaysian citizens,Indians,31.7
Female,65-69,2016,Malaysian citizens,Others,1.8
Female,65-69,2016,Non-Malaysian citizens,Foreigner,9.4
Female,70-74,2016,Malaysian citizens,Bumiputera,140.6
Female,70-74,2016,Malaysian citizens,Chinese,88
Female,70-74,2016,Malaysian citizens,Indians,17.3
Female,70-74,2016,Malaysian citizens,Others,1.2
Female,70-74,2016,Non-Malaysian citizens,Foreigner,4.6
Female,75-79,2016,Malaysian citizens,Bumiputera,96.6
Female,75-79,2016,Malaysian citizens,Chinese,62.5
Female,75-79,2016,Malaysian citizens,Indians,11.2
Female,75-79,2016,Malaysian citizens,Others,0.7
Female,75-79,2016,Non-Malaysian citizens,Foreigner,3.3
Female,80+,2016,Malaysian citizens,Bumiputera,92.3
Female,80+,2016,Malaysian citizens,Chinese,52.6
Female,80+,2016,Malaysian citizens,Indians,11.5
Female,80+,2016,Malaysian citizens,Others,0.7
Female,80+,2016,Non-Malaysian citizens,Foreigner,5.5
Male,00-04,2017,Malaysian citizens,Bumiputera,1008.7
Male,00-04,2017,Malaysian citizens,Chinese,184.1
Male,00-04,2017,Malaysian citizens,Indians,60.4
Male,00-04,2017,Malaysian citizens,Others,21.5
Male,00-04,2017,Non-Malaysian citizens,Foreigner,75.4
Male,9-May,2017,Malaysian citizens,Bumiputera,952.2
Male,9-May,2017,Malaysian citizens,Chinese,212.3
Male,9-May,2017,Malaysian citizens,Indians,72.7
Male,9-May,2017,Malaysian citizens,Others,20.9
Male,9-May,2017,Non-Malaysian citizens,Foreigner,49.7
Male,14-Oct,2017,Malaysian citizens,Bumiputera,955.6
Male,14-Oct,2017,Malaysian citizens,Chinese,240.5
Male,14-Oct,2017,Malaysian citizens,Indians,81.6
Male,14-Oct,2017,Malaysian citizens,Others,16.9
Male,14-Oct,2017,Non-Malaysian citizens,Foreigner,30.4
Male,15-19,2017,Malaysian citizens,Bumiputera,969.6
Male,15-19,2017,Malaysian citizens,Chinese,263.6
Male,15-19,2017,Malaysian citizens,Indians,88.3
Male,15-19,2017,Malaysian citizens,Others,15.3
Male,15-19,2017,Non-Malaysian citizens,Foreigner,150.8
Male,20-24,2017,Malaysian citizens,Bumiputera,956.7
Male,20-24,2017,Malaysian citizens,Chinese,276.5
Male,20-24,2017,Malaysian citizens,Indians,87.5
Male,20-24,2017,Malaysian citizens,Others,14
Male,20-24,2017,Non-Malaysian citizens,Foreigner,372.5
Male,25-29,2017,Malaysian citizens,Bumiputera,898.6
Male,25-29,2017,Malaysian citizens,Chinese,275.5
Male,25-29,2017,Malaysian citizens,Indians,90.5
Male,25-29,2017,Malaysian citizens,Others,12.5
Male,25-29,2017,Non-Malaysian citizens,Foreigner,454.3
Male,30-34,2017,Malaysian citizens,Bumiputera,815.9
Male,30-34,2017,Malaysian citizens,Chinese,269
Male,30-34,2017,Malaysian citizens,Indians,90.4
Male,30-34,2017,Malaysian citizens,Others,10.8
Male,30-34,2017,Non-Malaysian citizens,Foreigner,307.4
Male,35-39,2017,Malaysian citizens,Bumiputera,667
Male,35-39,2017,Malaysian citizens,Chinese,257.9
Male,35-39,2017,Malaysian citizens,Indians,79.9
Male,35-39,2017,Malaysian citizens,Others,7.8
Male,35-39,2017,Non-Malaysian citizens,Foreigner,213.5
Male,40-44,2017,Malaysian citizens,Bumiputera,549.8
Male,40-44,2017,Malaysian citizens,Chinese,241.8
Male,40-44,2017,Malaysian citizens,Indians,67.9
Male,40-44,2017,Malaysian citizens,Others,5.5
Male,40-44,2017,Non-Malaysian citizens,Foreigner,134.5
Male,45-49,2017,Malaysian citizens,Bumiputera,502
Male,45-49,2017,Malaysian citizens,Chinese,231.3
Male,45-49,2017,Malaysian citizens,Indians,60.6
Male,45-49,2017,Malaysian citizens,Others,4.6
Male,45-49,2017,Non-Malaysian citizens,Foreigner,82.9
Male,50-54,2017,Malaysian citizens,Bumiputera,469
Male,50-54,2017,Malaysian citizens,Chinese,227.1
Male,50-54,2017,Malaysian citizens,Indians,59.6
Male,50-54,2017,Malaysian citizens,Others,4.7
Male,50-54,2017,Non-Malaysian citizens,Foreigner,54
Male,55-59,2017,Malaysian citizens,Bumiputera,404.8
Male,55-59,2017,Malaysian citizens,Chinese,210.9
Male,55-59,2017,Malaysian citizens,Indians,53.1
Male,55-59,2017,Malaysian citizens,Others,4.4
Male,55-59,2017,Non-Malaysian citizens,Foreigner,32.8
Male,60-64,2017,Malaysian citizens,Bumiputera,306.7
Male,60-64,2017,Malaysian citizens,Chinese,173.3
Male,60-64,2017,Malaysian citizens,Indians,39.7
Male,60-64,2017,Malaysian citizens,Others,3.6
Male,60-64,2017,Non-Malaysian citizens,Foreigner,20.7
Male,65-69,2017,Malaysian citizens,Bumiputera,219.9
Male,65-69,2017,Malaysian citizens,Chinese,140.8
Male,65-69,2017,Malaysian citizens,Indians,28.3
Male,65-69,2017,Malaysian citizens,Others,2.1
Male,65-69,2017,Non-Malaysian citizens,Foreigner,11.8
Male,70-74,2017,Malaysian citizens,Bumiputera,132.8
Male,70-74,2017,Malaysian citizens,Chinese,98.4
Male,70-74,2017,Malaysian citizens,Indians,16.1
Male,70-74,2017,Malaysian citizens,Others,1.3
Male,70-74,2017,Non-Malaysian citizens,Foreigner,6.9
Male,75-79,2017,Malaysian citizens,Bumiputera,81.2
Male,75-79,2017,Malaysian citizens,Chinese,63.3
Male,75-79,2017,Malaysian citizens,Indians,8.8
Male,75-79,2017,Malaysian citizens,Others,0.8
Male,75-79,2017,Non-Malaysian citizens,Foreigner,4
Male,80+,2017,Malaysian citizens,Bumiputera,79
Male,80+,2017,Malaysian citizens,Chinese,55.1
Male,80+,2017,Malaysian citizens,Indians,9.5
Male,80+,2017,Malaysian citizens,Others,0.9
Male,80+,2017,Non-Malaysian citizens,Foreigner,7.6
Female,00-04,2017,Malaysian citizens,Bumiputera,945.3
Female,00-04,2017,Malaysian citizens,Chinese,171.3
Female,00-04,2017,Malaysian citizens,Indians,56.2
Female,00-04,2017,Malaysian citizens,Others,20.5
Female,00-04,2017,Non-Malaysian citizens,Foreigner,70.2
Female,9-May,2017,Malaysian citizens,Bumiputera,895.2
Female,9-May,2017,Malaysian citizens,Chinese,195.7
Female,9-May,2017,Malaysian citizens,Indians,69.5
Female,9-May,2017,Malaysian citizens,Others,19.5
Female,9-May,2017,Non-Malaysian citizens,Foreigner,45.9
Female,14-Oct,2017,Malaysian citizens,Bumiputera,908.1
Female,14-Oct,2017,Malaysian citizens,Chinese,225.3
Female,14-Oct,2017,Malaysian citizens,Indians,79.1
Female,14-Oct,2017,Malaysian citizens,Others,15.7
Female,14-Oct,2017,Non-Malaysian citizens,Foreigner,27.6
Female,15-19,2017,Malaysian citizens,Bumiputera,925
Female,15-19,2017,Malaysian citizens,Chinese,249.6
Female,15-19,2017,Malaysian citizens,Indians,84.4
Female,15-19,2017,Malaysian citizens,Others,13.4
Female,15-19,2017,Non-Malaysian citizens,Foreigner,111.1
Female,20-24,2017,Malaysian citizens,Bumiputera,930.2
Female,20-24,2017,Malaysian citizens,Chinese,261.3
Female,20-24,2017,Malaysian citizens,Indians,88.5
Female,20-24,2017,Malaysian citizens,Others,12.7
Female,20-24,2017,Non-Malaysian citizens,Foreigner,244.8
Female,25-29,2017,Malaysian citizens,Bumiputera,896.1
Female,25-29,2017,Malaysian citizens,Chinese,267.2
Female,25-29,2017,Malaysian citizens,Indians,89.3
Female,25-29,2017,Malaysian citizens,Others,12.2
Female,25-29,2017,Non-Malaysian citizens,Foreigner,242.5
Female,30-34,2017,Malaysian citizens,Bumiputera,821.2
Female,30-34,2017,Malaysian citizens,Chinese,267.1
Female,30-34,2017,Malaysian citizens,Indians,87.8
Female,30-34,2017,Malaysian citizens,Others,10.6
Female,30-34,2017,Non-Malaysian citizens,Foreigner,161.4
Female,35-39,2017,Malaysian citizens,Bumiputera,652
Female,35-39,2017,Malaysian citizens,Chinese,241.8
Female,35-39,2017,Malaysian citizens,Indians,78.3
Female,35-39,2017,Malaysian citizens,Others,7.9
Female,35-39,2017,Non-Malaysian citizens,Foreigner,128.5
Female,40-44,2017,Malaysian citizens,Bumiputera,546.6
Female,40-44,2017,Malaysian citizens,Chinese,223
Female,40-44,2017,Malaysian citizens,Indians,66.6
Female,40-44,2017,Malaysian citizens,Others,5.9
Female,40-44,2017,Non-Malaysian citizens,Foreigner,91.7
Female,45-49,2017,Malaysian citizens,Bumiputera,520.6
Female,45-49,2017,Malaysian citizens,Chinese,225.9
Female,45-49,2017,Malaysian citizens,Indians,66.2
Female,45-49,2017,Malaysian citizens,Others,5.4
Female,45-49,2017,Non-Malaysian citizens,Foreigner,56
Female,50-54,2017,Malaysian citizens,Bumiputera,472.3
Female,50-54,2017,Malaysian citizens,Chinese,212.9
Female,50-54,2017,Malaysian citizens,Indians,62.9
Female,50-54,2017,Malaysian citizens,Others,4.9
Female,50-54,2017,Non-Malaysian citizens,Foreigner,37
Female,55-59,2017,Malaysian citizens,Bumiputera,403.7
Female,55-59,2017,Malaysian citizens,Chinese,190
Female,55-59,2017,Malaysian citizens,Indians,56.9
Female,55-59,2017,Malaysian citizens,Others,4
Female,55-59,2017,Non-Malaysian citizens,Foreigner,23.3
Female,60-64,2017,Malaysian citizens,Bumiputera,316.7
Female,60-64,2017,Malaysian citizens,Chinese,162.3
Female,60-64,2017,Malaysian citizens,Indians,44.4
Female,60-64,2017,Malaysian citizens,Others,2.8
Female,60-64,2017,Non-Malaysian citizens,Foreigner,14.9
Female,65-69,2017,Malaysian citizens,Bumiputera,232.5
Female,65-69,2017,Malaysian citizens,Chinese,135.5
Female,65-69,2017,Malaysian citizens,Indians,33.1
Female,65-69,2017,Malaysian citizens,Others,1.9
Female,65-69,2017,Non-Malaysian citizens,Foreigner,9.7
Female,70-74,2017,Malaysian citizens,Bumiputera,151.1
Female,70-74,2017,Malaysian citizens,Chinese,95.5
Female,70-74,2017,Malaysian citizens,Indians,19.6
Female,70-74,2017,Malaysian citizens,Others,1.3
Female,70-74,2017,Non-Malaysian citizens,Foreigner,4.9
Female,75-79,2017,Malaysian citizens,Bumiputera,98.6
Female,75-79,2017,Malaysian citizens,Chinese,63.2
Female,75-79,2017,Malaysian citizens,Indians,11.2
Female,75-79,2017,Malaysian citizens,Others,0.8
Female,75-79,2017,Non-Malaysian citizens,Foreigner,3.1
Female,80+,2017,Malaysian citizens,Bumiputera,96.3
Female,80+,2017,Malaysian citizens,Chinese,56.1
Female,80+,2017,Malaysian citizens,Indians,12.1
Female,80+,2017,Malaysian citizens,Others,0.8
Female,80+,2017,Non-Malaysian citizens,Foreigner,5.6
Male,00-04,2018,Malaysian citizens,Bumiputera,1015
Male,00-04,2018,Malaysian citizens,Chinese,173
Male,00-04,2018,Malaysian citizens,Indians,58.2
Male,00-04,2018,Malaysian citizens,Others,20.9
Male,00-04,2018,Non-Malaysian citizens,Foreigner,71.7
Male,9-May,2018,Malaysian citizens,Bumiputera,964.2
Male,9-May,2018,Malaysian citizens,Chinese,209.2
Male,9-May,2018,Malaysian citizens,Indians,70.9
Male,9-May,2018,Malaysian citizens,Others,21.6
Male,9-May,2018,Non-Malaysian citizens,Foreigner,58.9
Male,14-Oct,2018,Malaysian citizens,Bumiputera,946.5
Male,14-Oct,2018,Malaysian citizens,Chinese,234.9
Male,14-Oct,2018,Malaysian citizens,Indians,79.5
Male,14-Oct,2018,Malaysian citizens,Others,17.5
Male,14-Oct,2018,Non-Malaysian citizens,Foreigner,30.6
Male,15-19,2018,Malaysian citizens,Bumiputera,972.8
Male,15-19,2018,Malaysian citizens,Chinese,261.5
Male,15-19,2018,Malaysian citizens,Indians,87.7
Male,15-19,2018,Malaysian citizens,Others,15.2
Male,15-19,2018,Non-Malaysian citizens,Foreigner,152
Male,20-24,2018,Malaysian citizens,Bumiputera,954.7
Male,20-24,2018,Malaysian citizens,Chinese,272.6
Male,20-24,2018,Malaysian citizens,Indians,87.5
Male,20-24,2018,Malaysian citizens,Others,14.4
Male,20-24,2018,Non-Malaysian citizens,Foreigner,374.8
Male,25-29,2018,Malaysian citizens,Bumiputera,917.7
Male,25-29,2018,Malaysian citizens,Chinese,278.5
Male,25-29,2018,Malaysian citizens,Indians,89.2
Male,25-29,2018,Malaysian citizens,Others,12.7
Male,25-29,2018,Non-Malaysian citizens,Foreigner,458.5
Male,30-34,2018,Malaysian citizens,Bumiputera,827.8
Male,30-34,2018,Malaysian citizens,Chinese,267.7
Male,30-34,2018,Malaysian citizens,Indians,90.7
Male,30-34,2018,Malaysian citizens,Others,11.2
Male,30-34,2018,Non-Malaysian citizens,Foreigner,308.6
Male,35-39,2018,Malaysian citizens,Bumiputera,705.4
Male,35-39,2018,Malaysian citizens,Chinese,262.4
Male,35-39,2018,Malaysian citizens,Indians,82.5
Male,35-39,2018,Malaysian citizens,Others,8.4
Male,35-39,2018,Non-Malaysian citizens,Foreigner,215.4
Male,40-44,2018,Malaysian citizens,Bumiputera,558.3
Male,40-44,2018,Malaysian citizens,Chinese,242.8
Male,40-44,2018,Malaysian citizens,Indians,69.1
Male,40-44,2018,Malaysian citizens,Others,5.9
Male,40-44,2018,Non-Malaysian citizens,Foreigner,136
Male,45-49,2018,Malaysian citizens,Bumiputera,508.8
Male,45-49,2018,Malaysian citizens,Chinese,232.8
Male,45-49,2018,Malaysian citizens,Indians,61.2
Male,45-49,2018,Malaysian citizens,Others,4.6
Male,45-49,2018,Non-Malaysian citizens,Foreigner,83.2
Male,50-54,2018,Malaysian citizens,Bumiputera,470.1
Male,50-54,2018,Malaysian citizens,Chinese,225.6
Male,50-54,2018,Malaysian citizens,Indians,58.6
Male,50-54,2018,Malaysian citizens,Others,4.7
Male,50-54,2018,Non-Malaysian citizens,Foreigner,54.5
Male,55-59,2018,Malaysian citizens,Bumiputera,417.5
Male,55-59,2018,Malaysian citizens,Chinese,214.8
Male,55-59,2018,Malaysian citizens,Indians,54.4
Male,55-59,2018,Malaysian citizens,Others,4.3
Male,55-59,2018,Non-Malaysian citizens,Foreigner,33.3
Male,60-64,2018,Malaysian citizens,Bumiputera,319.8
Male,60-64,2018,Malaysian citizens,Chinese,178.9
Male,60-64,2018,Malaysian citizens,Indians,41.3
Male,60-64,2018,Malaysian citizens,Others,3.8
Male,60-64,2018,Non-Malaysian citizens,Foreigner,21.7
Male,65-69,2018,Malaysian citizens,Bumiputera,228.9
Male,65-69,2018,Malaysian citizens,Chinese,143.2
Male,65-69,2018,Malaysian citizens,Indians,29.4
Male,65-69,2018,Malaysian citizens,Others,2.3
Male,65-69,2018,Non-Malaysian citizens,Foreigner,12.1
Male,70-74,2018,Malaysian citizens,Bumiputera,143.7
Male,70-74,2018,Malaysian citizens,Chinese,105.7
Male,70-74,2018,Malaysian citizens,Indians,18.1
Male,70-74,2018,Malaysian citizens,Others,1.3
Male,70-74,2018,Non-Malaysian citizens,Foreigner,7.1
Male,75-79,2018,Malaysian citizens,Bumiputera,82.2
Male,75-79,2018,Malaysian citizens,Chinese,63.4
Male,75-79,2018,Malaysian citizens,Indians,8.8
Male,75-79,2018,Malaysian citizens,Others,0.8
Male,75-79,2018,Non-Malaysian citizens,Foreigner,4
Male,80+,2018,Malaysian citizens,Bumiputera,82.8
Male,80+,2018,Malaysian citizens,Chinese,60.3
Male,80+,2018,Malaysian citizens,Indians,10.3
Male,80+,2018,Malaysian citizens,Others,0.9
Male,80+,2018,Non-Malaysian citizens,Foreigner,7.7
Female,00-04,2018,Malaysian citizens,Bumiputera,953.4
Female,00-04,2018,Malaysian citizens,Chinese,161.5
Female,00-04,2018,Malaysian citizens,Indians,55.3
Female,00-04,2018,Malaysian citizens,Others,19.7
Female,00-04,2018,Non-Malaysian citizens,Foreigner,66.6
Female,9-May,2018,Malaysian citizens,Bumiputera,902.2
Female,9-May,2018,Malaysian citizens,Chinese,192.6
Female,9-May,2018,Malaysian citizens,Indians,66.4
Female,9-May,2018,Malaysian citizens,Others,20.4
Female,9-May,2018,Non-Malaysian citizens,Foreigner,54
Female,14-Oct,2018,Malaysian citizens,Bumiputera,899.8
Female,14-Oct,2018,Malaysian citizens,Chinese,219.6
Female,14-Oct,2018,Malaysian citizens,Indians,77.5
Female,14-Oct,2018,Malaysian citizens,Others,16.2
Female,14-Oct,2018,Non-Malaysian citizens,Foreigner,28
Female,15-19,2018,Malaysian citizens,Bumiputera,926.9
Female,15-19,2018,Malaysian citizens,Chinese,246.8
Female,15-19,2018,Malaysian citizens,Indians,83.6
Female,15-19,2018,Malaysian citizens,Others,13.7
Female,15-19,2018,Non-Malaysian citizens,Foreigner,111.8
Female,20-24,2018,Malaysian citizens,Bumiputera,924.6
Female,20-24,2018,Malaysian citizens,Chinese,258.1
Female,20-24,2018,Malaysian citizens,Indians,87.4
